42,1,174,115,624,727,435,-1,-1
42,1,175,264,591,622,435,-1,-1
42,1,176,363,543,568,414,-1,-1
42,1,177,464,494,499,394,-1,-1
42,1,178,550,457,443,353,-1,-1
42,1,179,614,441,409,315,-1,-1
42,1,180,667,428,387,271,-1,-1
42,1,181,719,384,354,258,-1,-1
42,1,182,764,369,337,246,-1,-1
42,1,183,811,355,307,218,-1,-1
42,1,184,847,337,292,200,-1,-1
42,1,185,887,318,265,192,-1,-1
42,1,186,918,303,250,175,-1,-1
42,1,187,941,287,238,167,-1,-1
42,1,188,970,276,227,159,-1,-1
42,1,189,996,267,216,151,-1,-1
42,1,190,1015,253,205,146,-1,-1
42,1,191,1037,239,195,146,-1,-1
42,1,192,1052,231,189,134,-1,-1
42,1,193,1072,222,181,129,-1,-1
42,1,194,1089,214,173,130,-1,-1
42,1,195,1105,205,163,121,-1,-1
42,1,196,1117,196,160,121,-1,-1
42,1,197,1129,186,160,121,-1,-1
42,1,198,1146,180,147,112,-1,-1
42,1,199,1156,176,147,112,-1,-1
42,1,200,1163,167,142,112,-1,-1
42,1,201,1173,162,142,112,-1,-1
42,1,202,1186,156,133,101,-1,-1
42,1,203,1195,151,129,98,-1,-1
42,1,204,1200,147,131,99,-1,-1
42,1,205,1208,139,127,95,-1,-1
42,1,206,1222,137,120,92,-1,-1
42,1,207,1228,137,120,92,-1,-1
42,1,208,1241,132,110,83,-1,-1
42,1,209,1243,126,110,83,-1,-1
42,1,210,1248,123,110,83,-1,-1
42,1,211,1255,118,110,83,-1,-1
42,1,212,1265,112,104,86,-1,-1
42,1,213,1268,108,104,86,-1,-1
42,1,214,1276,108,96,77,-1,-1
42,1,215,1280,106,99,71,-1,-1
42,1,216,1285,104,99,71,-1,-1
42,1,217,1293,98,93,70,-1,-1
42,1,218,1295,97,93,70,-1,-1
42,1,219,1299,93,93,70,-1,-1
42,1,220,1305,91,88,68,-1,-1
42,1,221,1311,90,88,68,-1,-1
42,1,222,1314,86,88,68,-1,-1
42,1,223,1319,88,81,62,-1,-1
42,1,224,1321,85,81,62,-1,-1
42,1,225,1325,81,81,62,-1,-1
42,1,226,1330,79,81,62,-1,-1
42,1,227,1332,77,81,62,-1,-1
42,1,228,1336,73,78,61,-1,-1
42,1,229,1340,73,75,59,-1,-1
42,1,230,1345,71,75,59,-1,-1
42,1,231,1348,67,75,59,-1,-1
42,1,232,1352,66,70,59,-1,-1
42,1,233,1354,63,70,59,-1,-1
42,1,234,1356,64,70,59,-1,-1
42,1,235,1360,62,70,59,-1,-1
42,1,236,1364,58,70,59,-1,-1
42,1,237,1368,60,64,53,-1,-1
42,1,238,1369,57,64,53,-1,-1
42,1,239,1371,59,65,49,-1,-1
42,1,240,1375,54,66,52,-1,-1
42,1,241,1377,53,64,53,-1,-1
42,1,242,1379,51,63,51,-1,-1
42,1,243,1380,51,63,51,-1,-1
42,1,244,1382,49,63,51,-1,-1
42,1,245,1385,47,63,51,-1,-1
42,1,246,1387,45,63,51,-1,-1
42,1,247,1388,45,63,51,-1,-1
42,1,248,1391,43,60,47,-1,-1
42,1,249,1395,43,60,49,-1,-1
42,1,250,1398,43,57,46,-1,-1
42,1,251,1399,41,57,46,-1,-1
42,1,252,1399,38,57,46,-1,-1
42,1,253,1400,38,57,46,-1,-1
42,1,254,1405,38,57,44,-1,-1
42,1,255,1406,36,57,46,-1,-1
42,1,256,1409,37,54,44,-1,-1
42,1,257,1410,35,54,42,-1,-1
42,1,258,1412,33,54,41,-1,-1
42,1,259,1414,34,53,41,-1,-1
42,1,260,1419,32,49,41,-1,-1
42,1,261,1418,31,51,39,-1,-1
42,1,262,1420,31,51,39,-1,-1
42,1,263,1420,30,50,40,-1,-1
42,1,264,1424,29,49,38,-1,-1
42,1,265,1425,29,46,37,-1,-1
42,2,204,837,588,506,492,-1,-1
42,2,205,908,551,455,462,-1,-1
42,2,206,973,502,399,403,-1,-1
42,2,207,1018,473,365,349,-1,-1
42,2,208,1067,440,328,313,-1,-1
42,2,209,1104,404,300,304,-1,-1
42,2,210,1127,373,285,283,-1,-1
42,2,211,1157,354,261,254,-1,-1
42,2,212,1175,336,255,225,-1,-1
42,2,213,1196,322,238,214,-1,-1
42,2,214,1209,308,230,190,-1,-1
42,2,215,1233,293,210,179,-1,-1
42,2,216,1254,277,195,168,-1,-1
42,2,217,1263,262,196,161,-1,-1
42,2,218,1272,246,189,160,-1,-1
42,2,219,1291,235,171,157,-1,-1
42,2,220,1300,229,163,142,-1,-1
42,2,221,1309,217,162,143,-1,-1
42,2,222,1318,208,158,137,-1,-1
42,2,223,1321,202,154,127,-1,-1
42,2,224,1330,191,148,128,-1,-1
42,2,225,1336,185,146,121,-1,-1
42,2,226,1346,176,141,118,-1,-1
42,2,227,1353,171,136,109,-1,-1
42,2,228,1355,165,136,109,-1,-1
42,2,229,1354,158,136,109,-1,-1
42,2,230,1370,151,126,105,-1,-1
42,2,231,1377,152,120,96,-1,-1
42,2,232,1382,141,118,97,-1,-1
42,2,233,1383,137,117,98,-1,-1
42,2,234,1389,137,112,89,-1,-1
42,2,235,1395,129,107,90,-1,-1
42,2,236,1396,123,107,90,-1,-1
42,2,237,1400,118,107,90,-1,-1
42,2,238,1405,115,104,85,-1,-1
42,2,239,1408,113,101,80,-1,-1
42,2,240,1412,112,97,74,-1,-1
42,2,241,1414,109,97,74,-1,-1
42,2,242,1416,103,97,74,-1,-1
42,2,243,1417,100,97,74,-1,-1
42,2,244,1424,97,90,75,-1,-1
42,2,245,1427,92,90,75,-1,-1
42,2,246,1429,90,90,75,-1,-1
42,2,247,1430,87,85,70,-1,-1
42,2,248,1431,84,85,70,-1,-1
42,2,249,1436,83,81,67,-1,-1
42,2,250,1439,84,81,67,-1,-1
42,2,251,1439,80,81,67,-1,-1
42,2,252,1441,77,80,62,-1,-1
42,2,253,1445,77,75,60,-1,-1
